"nombre_archivo","url_descarga","fecha_cargue"
"validacionTroncal20260407.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260407.zip","2026-04-08"
"validacionTroncal20260406.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260406.zip","2026-04-07"
"validacionTroncal20260405.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260405.zip","2026-04-06"
"validacionTroncal20260404.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260404.zip","2026-04-05"
"validacionTroncal20260403.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260403.zip","2026-04-04"
"validacionTroncal20260402.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260402.zip","2026-04-03"
"validacionTroncal20260401.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260401.zip","2026-04-03"
"validacionTroncal20260331.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260331.zip","2026-04-01"
"validacionTroncal20260330.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260330.zip","2026-03-31"
"validacionTroncal20260329.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260329.zip","2026-03-30"
"validacionTroncal20260328.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260328.zip","2026-03-29"
"validacionTroncal20260327.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260327.zip","2026-03-28"
"validacionTroncal20260326.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260326.zip","2026-03-27"
"validacionTroncal20260325.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260325.zip","2026-03-26"
"validacionTroncal20260324.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260324.zip","2026-03-25"
"validacionTroncal20260323.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260323.zip","2026-03-24"
"validacionTroncal20260322.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260322.zip","2026-03-23"
"validacionTroncal20260321.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260321.zip","2026-03-22"
"validacionTroncal20260320.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260320.zip","2026-03-21"
"validacionTroncal20260319.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260319.zip","2026-03-20"
"validacionTroncal20260318.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260318.zip","2026-03-19"
"validacionTroncal20260317.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260317.zip","2026-03-18"
